domain,tld,is_https,url_length,num_hyphens,num_digits,num_special_chars,num_path_segments,has_ssl,whois_registrar,whois_country,domain_age_days,is_phishing
https://johnston-cooper.net,net,1,27,1,0,0,2,1,Moore LLC,San Marino,3057,True
https://kaiser.biz,biz,1,18,0,0,0,2,0,Glass-Hodge,Gambia,5673,True
http://richards-lowery.edu,edu,0,26,1,0,0,2,1,Wright LLC,Isle of Man,428,True
https://scott.dev,dev,1,17,0,0,0,2,1,Martin and Sons,Chad,6620,False
http://kerr.net,net,0,15,0,0,0,2,1,"Foster, Rivers and Murphy",Saint Helena,3685,False
http://wallace-thomas.ar,ar,0,24,1,0,0,2,1,Wheeler Group,Netherlands Antilles,767,True
https://brock.org,org,1,17,0,0,0,2,1,"Weaver, Watkins and Hernandez",Latvia,638,False
http://lopez.edu,edu,0,16,0,0,0,2,1,Doyle Inc,Nepal,1144,False
https://gomez.gov,gov,1,17,0,0,0,2,0,Jones-Brock,Cuba,4048,False
https://woods-jenkins.ar,ar,1,24,1,0,0,2,0,Rodriguez-Tucker,Madagascar,3719,True
https://cantrell.net,net,1,20,0,0,0,2,0,Strickland Ltd,Dominican Republic,7157,False
https://gould-adams.dev,dev,1,23,1,0,0,2,1,Thomas Inc,Azerbaijan,1155,True
http://salazar-mason.info,info,0,25,1,0,0,2,1,"Gibbs, Madden and Oliver",Canada,5706,False
http://cruz.info,info,0,16,0,0,0,2,1,"Campos, Davis and Robinson",Equatorial Guinea,3929,False
https://gonzalez.com,com,1,20,0,0,0,2,1,"Hardy, Shepherd and Clarke",Norway,1594,False
http://kirk.gov,gov,0,15,0,0,0,2,0,Barber Inc,China,6901,True
http://le.net,net,0,13,0,0,0,2,0,Park and Sons,Chad,1235,False
https://fisher.net,net,1,18,0,0,0,2,0,Bates PLC,Hong Kong,6297,False
https://wilson-mcintyre.edu,edu,1,27,1,0,0,2,1,Rodriguez-Miller,Ethiopia,6918,True
https://weaver.net,net,1,18,0,0,0,2,0,Flores-Daniels,Bosnia and Herzegovina,1004,True
http://gonzalez.gov,gov,0,19,0,0,0,2,0,"Gutierrez, Esparza and Oliver",Botswana,2021,False
http://ramsey-mccullough.info,info,0,29,1,0,0,2,1,Harper-Walsh,Reunion,6806,False
http://wheeler.gov,gov,0,18,0,0,0,2,0,"Green, Morgan and Day",Puerto Rico,5785,True
https://tyler.gov,gov,1,17,0,0,0,2,0,Kelley-James,Puerto Rico,1861,True
https://king.io,io,1,15,0,0,0,2,1,"Walter, Cooper and Rodriguez",Cameroon,5358,True
https://sims.org,org,1,16,0,0,0,2,1,Wood-Hughes,Philippines,5379,True
https://stark-farmer.edu,edu,1,24,1,0,0,2,1,Parker-Hernandez,Martinique,2030,False
https://jackson-woods.com,com,1,25,1,0,0,2,1,"Reed, Dunlap and Greene",Niue,3235,False
https://brown.net,net,1,17,0,0,0,2,1,Owens LLC,Finland,6343,False
https://edwards.biz,biz,1,19,0,0,0,2,1,"Davis, Molina and Morales",Norway,3047,True
https://sweeney.org,org,1,19,0,0,0,2,0,Harris PLC,Angola,6144,True
http://maddox.com,com,0,17,0,0,0,2,0,Jensen-Hicks,Dominican Republic,6911,True
https://fields-levine.dev,dev,1,25,1,0,0,2,1,Blake-Kramer,Saint Pierre and Miquelon,2223,False
https://lutz.dev,dev,1,16,0,0,0,2,1,Crane Inc,Saint Martin,2390,False
https://williams-gibson.org,org,1,27,1,0,0,2,1,"Spencer, Stewart and Moyer",Nigeria,7097,False
http://hall.gov,gov,0,15,0,0,0,2,0,Chambers LLC,Kiribati,2123,False
https://singh.biz,biz,1,17,0,0,0,2,1,Stewart and Sons,France,687,False
http://hall.edu,edu,0,15,0,0,0,2,0,Hill-Rodriguez,Albania,6765,True
https://foster-smith.gov,gov,1,24,1,0,0,2,1,"Parks, Barnett and Adams",Mongolia,2433,True
http://garcia.dev,dev,0,17,0,0,0,2,1,Graham Group,Qatar,4836,False
http://franklin.com,com,0,19,0,0,0,2,1,"Walker, Clarke and Tucker",Barbados,2833,False
https://manning.org,org,1,19,0,0,0,2,1,Richardson PLC,Sao Tome and Principe,4912,False
http://brewer.biz,biz,0,17,0,0,0,2,1,"Simmons, Flores and Taylor",Lesotho,3050,True
http://sutton.info,info,0,18,0,0,0,2,0,"Hoffman, Case and Moore",Martinique,4994,False
http://dunn.biz,biz,0,15,0,0,0,2,1,Graves-Morris,Maldives,3322,True
https://myers.edu,edu,1,17,0,0,0,2,0,Villanueva and Sons,Maldives,2166,False
https://jennings-moore.gov,gov,1,26,1,0,0,2,0,Galvan LLC,Libyan Arab Jamahiriya,4615,True
http://pitts.biz,biz,0,16,0,0,0,2,1,Hunter Inc,Gibraltar,1943,False
https://miller-wright.net,net,1,25,1,0,0,2,1,Crawford-Nichols,Micronesia,5295,True
https://gross.biz,biz,1,17,0,0,0,2,0,Fischer and Sons,Djibouti,6431,True
https://king.edu,edu,1,16,0,0,0,2,1,Andersen-Young,Ghana,7172,False
http://ross.net,net,0,15,0,0,0,2,1,"Obrien, Morrison and Rodriguez",Ghana,4770,False
https://adams.biz,biz,1,17,0,0,0,2,1,Mcintosh-Freeman,Canada,7064,False
http://hurst-turner.com,com,0,23,1,0,0,2,1,Davis PLC,South Georgia and the South Sandwich Islands,5121,True
http://singleton-huff.info,info,0,26,1,0,0,2,1,Hess Group,Liechtenstein,5803,True
http://erickson-lamb.ar,ar,0,23,1,0,0,2,1,Fry-Rose,Trinidad and Tobago,5816,True
http://steele.ar,ar,0,16,0,0,0,2,1,Harvey and Sons,Sri Lanka,3221,True
http://jackson.gov,gov,0,18,0,0,0,2,1,Potts-Shaw,Netherlands,4607,True
http://lee.net,net,0,14,0,0,0,2,1,"Cooper, Forbes and Velazquez",Montserrat,3054,False
https://flores.net,net,1,18,0,0,0,2,1,"Cain, Henry and Baxter",Oman,1641,False
http://daniels.biz,biz,0,18,0,0,0,2,0,Hopkins-Thompson,Belgium,6375,False
https://rivera.gov,gov,1,18,0,0,0,2,1,Morris-Vasquez,Ecuador,3881,True
https://leonard.org,org,1,19,0,0,0,2,0,"Wolfe, Hatfield and Moon",Germany,6791,False
https://garcia.edu,edu,1,18,0,0,0,2,1,"Gallegos, Johnson and Smith",Congo,710,False
http://fox.ar,ar,0,13,0,0,0,2,0,Li Ltd,Bahrain,3562,True
http://flores-sutton.net,net,0,24,1,0,0,2,0,"Torres, Martinez and Francis",Botswana,3904,False
http://roberts-johnson.gov,gov,0,26,1,0,0,2,1,"Montgomery, Wood and Taylor",Wallis and Futuna,3275,False
https://dennis.edu,edu,1,18,0,0,0,2,1,"Rodriguez, Haynes and Lyons",Cambodia,1193,True
https://harris-anderson.dev,dev,1,27,1,0,0,2,0,"Mathews, Gibson and Medina",Palau,4019,True
http://peterson.edu,edu,0,19,0,0,0,2,0,King-Williams,South Georgia and the South Sandwich Islands,3911,True
http://castro.biz,biz,0,17,0,0,0,2,1,Thomas-Clark,Turkmenistan,3268,True
http://ramirez.net,net,0,18,0,0,0,2,1,"Crane, Underwood and Powers",Nicaragua,3097,False
https://alexander-harris.info,info,1,29,1,0,0,2,1,Davis Ltd,Djibouti,5639,True
http://stanley.gov,gov,0,18,0,0,0,2,0,"Jackson, Hunt and Wright",Heard Island and McDonald Islands,2480,True
http://chandler-ayers.com,com,0,25,1,0,0,2,0,Williams-Butler,Northern Mariana Islands,2938,True
https://green.org,org,1,17,0,0,0,2,1,Hebert-Wood,Argentina,3818,False
https://smith-mejia.io,io,1,22,1,0,0,2,1,Martinez PLC,Lithuania,597,False
https://tate.info,info,1,17,0,0,0,2,1,Knox-Fleming,Tajikistan,1924,False
https://herrera-barajas.gov,gov,1,27,1,0,0,2,1,"Dixon, Green and Leonard",Cape Verde,4898,True
http://wilkins.biz,biz,0,18,0,0,0,2,0,Reyes-Walsh,South Georgia and the South Sandwich Islands,3976,True
https://parker.biz,biz,1,18,0,0,0,2,0,Rodriguez-Brown,Uganda,7205,True
https://leonard.info,info,1,20,0,0,0,2,1,Briggs PLC,Malta,2455,False
https://adams.info,info,1,18,0,0,0,2,1,"Smith, Rodriguez and Eaton",Papua New Guinea,4254,False
https://alvarado-mendez.dev,dev,1,27,1,0,0,2,0,"Austin, Welch and Thompson",Colombia,4152,False
https://hill.com,com,1,16,0,0,0,2,0,Clark LLC,France,2459,False
http://warren.biz,biz,0,17,0,0,0,2,0,Davis and Sons,Nicaragua,3837,True
http://walker.com,com,0,17,0,0,0,2,0,Simmons LLC,Martinique,5613,False
http://moreno-everett.net,net,0,25,1,0,0,2,0,Harris-Hanson,Heard Island and McDonald Islands,1758,False
https://woods.edu,edu,1,17,0,0,0,2,0,Arnold Group,Thailand,4185,True
https://snyder.com,com,1,18,0,0,0,2,1,Guerrero-Adams,Angola,1313,False
http://chang-berger.com,com,0,23,1,0,0,2,0,Johnson Group,Finland,3358,True
https://garcia.net,net,1,18,0,0,0,2,1,Simpson-Barron,Tokelau,2956,False
https://adams.org,org,1,17,0,0,0,2,0,Richardson-Bryan,Netherlands Antilles,1395,False
https://salazar.io,io,1,18,0,0,0,2,0,Stevens-Harris,Serbia,5633,False
https://hayes.edu,edu,1,17,0,0,0,2,0,Gray Ltd,Mauritania,6502,False
http://nichols.dev,dev,0,18,0,0,0,2,1,Quinn-Reynolds,Kyrgyz Republic,917,False
https://shields.net,net,1,19,0,0,0,2,1,Barnett Group,Finland,4703,False
https://rodgers.ar,ar,1,18,0,0,0,2,1,Hays-Wilson,Antarctica (the territory South of 60 deg S),2391,False
http://stewart-flores.biz,biz,0,25,1,0,0,2,0,"Garcia, Kaufman and Vega",Burundi,6588,True
http://thompson.gov,gov,0,19,0,0,0,2,1,"Mcmillan, Morris and Martinez",Bolivia,2073,False
https://madden.io,io,1,17,0,0,0,2,0,"Evans, Webb and Hunt",Israel,3475,False
https://avery-williams.org,org,1,26,1,0,0,2,0,"Garcia, Vargas and Wilson",Norfolk Island,4005,False
https://garner.gov,gov,1,18,0,0,0,2,1,Little-Everett,United Arab Emirates,3169,True
https://gordon.com,com,1,18,0,0,0,2,1,Vargas LLC,Turkmenistan,2862,True
http://cook-wallace.edu,edu,0,23,1,0,0,2,1,Eaton-Foley,Vanuatu,6540,False
http://delacruz.gov,gov,0,19,0,0,0,2,0,Jacobs-Rice,Cyprus,3015,False
https://allen.ar,ar,1,16,0,0,0,2,1,Jones-Young,Nigeria,685,True
http://white-sullivan.org,org,0,25,1,0,0,2,1,"Snyder, Coleman and Payne",Niue,4530,True
https://jones.dev,dev,1,17,0,0,0,2,0,Vance-Burgess,Gabon,1859,False
http://parker-dunn.io,io,0,21,1,0,0,2,1,Randall PLC,Palestinian Territory,7155,False
http://brown.info,info,0,17,0,0,0,2,1,White Group,British Virgin Islands,7074,False
http://mayer.io,io,0,15,0,0,0,2,1,Jones PLC,Madagascar,6072,True
https://hughes.biz,biz,1,18,0,0,0,2,1,Carter PLC,Slovenia,4635,False
https://jackson.edu,edu,1,19,0,0,0,2,0,Zavala LLC,Saint Vincent and the Grenadines,6609,True
http://evans-gonzalez.io,io,0,24,1,0,0,2,0,Williams Inc,Sudan,6950,True
https://nicholson.edu,edu,1,21,0,0,0,2,1,Brooks-Robinson,Pitcairn Islands,5299,False
http://johnson.io,io,0,17,0,0,0,2,0,Bryant Group,Ethiopia,6783,True
https://thomas.org,org,1,18,0,0,0,2,1,"Barry, Carter and White",Cameroon,7029,True
http://jackson.info,info,0,19,0,0,0,2,0,Sanchez-Campbell,Lebanon,5478,False
https://barrett-dudley.dev,dev,1,26,1,0,0,2,1,Ferguson-Serrano,Spain,1275,False
https://valentine-mitchell.info,info,1,31,1,0,0,2,1,Frederick-Arellano,Macao,6319,False
http://johns.org,org,0,16,0,0,0,2,0,"Crawford, Dominguez and Baker",Norfolk Island,6407,False
http://callahan-romero.ar,ar,0,25,1,0,0,2,0,Mcbride-Hunter,Montserrat,1549,True
https://bell-mcconnell.org,org,1,26,1,0,0,2,0,Smith-Shields,Nigeria,5656,True
http://perez-franklin.gov,gov,0,25,1,0,0,2,1,Simon LLC,Kenya,3886,False
http://lee.biz,biz,0,14,0,0,0,2,1,"Moore, Gordon and Fernandez",Belarus,6502,True
https://young.org,org,1,17,0,0,0,2,1,"Ross, Morales and Ortega",Nepal,1482,False
http://anderson-gomez.ar,ar,0,24,1,0,0,2,1,Macias-Bowers,South Africa,2047,True
https://garcia-romero.ar,ar,1,24,1,0,0,2,0,Martin-White,Canada,2514,True
https://montgomery-reynolds.info,info,1,32,1,0,0,2,0,Logan-Horn,Slovakia (Slovak Republic),2747,True
http://lynch.com,com,0,16,0,0,0,2,1,Miller-Roman,Pitcairn Islands,6970,False
http://cannon.info,info,0,18,0,0,0,2,1,Barrett-Bray,New Caledonia,5636,True
http://walker.org,org,0,17,0,0,0,2,0,Smith Ltd,Niger,2657,True
https://taylor.edu,edu,1,18,0,0,0,2,1,Hunter PLC,Jamaica,1496,True
https://price.biz,biz,1,17,0,0,0,2,1,Ross Ltd,Canada,4832,False
https://mata.gov,gov,1,16,0,0,0,2,1,Hernandez-Parker,Norfolk Island,5397,True
https://stevens.dev,dev,1,19,0,0,0,2,1,Mcdonald-Hernandez,Russian Federation,4269,True
http://austin.biz,biz,0,17,0,0,0,2,1,"Larson, Thompson and Fitzpatrick",Mozambique,4297,True
